timestamp,average_collision_risk,max_collision_risk,distance_drone_0,distance_drone_1,distance_drone_2,distance_drone_3,distance_drone_4,distance_drone_5,velocity_drone_0,velocity_drone_1,velocity_drone_2,velocity_drone_3,velocity_drone_4,velocity_drone_5,rerouting_drone_0,rerouting_drone_1,rerouting_drone_2,rerouting_drone_3,rerouting_drone_4,rerouting_drone_5,completion_drone_0,completion_drone_1,completion_drone_2,completion_drone_3,completion_drone_4,completion_drone_5
1.2027637958526611,0.0,0.0,0.1428284722225844,0.16015788092952057,0.1474971162470426,0.14916146594775972,0.14781489623450403,0.14106246564679048,1.4282847222258384,1.6015788092952192,1.4749711624704238,1.491614659477594,1.478148962345043,1.4106246564679332,0,0,0,0,0,0,0.33664993751703065,0.3632454505210547,0.3362644806424675,0.3687779903071564,0.25561425425066897,0.35004063112462624
2.1640818119049072,0.0,0.0,0.2854274306745329,0.3147164209856635,0.2949332237865867,0.30164264348356773,0.292507911961181,0.2928272087254806,1.4259895845194863,1.5455854005614151,1.4743610753954395,1.5248117753580772,1.446930157266774,1.5176474307869183,0,0,0,0,0,0,0.6727589058887151,0.7137913380461214,0.6723898734040223,0.7457634392904811,0.5058298837470443,0.7266385177853607
3.5106430053710938,0.0,0.0,0.4332898948892051,0.4664873712008002,0.44593596556628956,0.46273625974045135,0.43236674877521686,0.4408886946632793,1.478624642146721,1.5177095021513725,1.5100274177970252,1.6109361625688376,1.3985883681403377,1.480614859377984,0,0,0,0,0,0,1.0212740763192119,1.058014843420596,1.0166464923273222,1.1440417726190977,0.747685834556433,1.0940469261474406
4.7382097244262695,0.0,0.0,0.582225478793385,0.623092281027509,0.6026353252482864,0.6120321431116325,0.5752879969299534,0.5864176192477426,1.4893558390418051,1.5660490982671087,1.5669935968199713,1.492958833711816,1.4292124815473828,1.4552892458446476,0,0,0,0,0,0,1.3723186141146315,1.4132019918372762,1.373890282180279,1.5131520886174532,0.9948375709124768,1.455170889030566
5.966445684432983,0.0,0.0,0.7360684545023869,0.7737776998004463,0.7468521282777812,0.7548225316706015,0.7248276728771619,0.7381807849866444,1.5384297570900118,1.506854187729356,1.4421680302949498,1.4279038855896928,1.4953967594720925,1.5176316573890394,0,0,0,0,0,0,1.7349299853204658,1.7549634619032806,1.7026762924057581,1.8661786038328354,1.2534344628488014,1.8317648615883142
7.203593015670776,0.0,0.0,0.891054186643664,0.918121175292412,0.896872520420776,0.9031998924560163,0.8732100461169595,0.8911862419894272,1.5498573214127627,1.4434347549196547,1.5002039214299445,1.4837736078541472,1.483823732397976,1.5300545700278172,0,0,0,0,0,0,2.100234859267991,2.082341112509989,2.0446933469307482,2.2330180188912307,1.5100300472306705,2.211441528157232
8.494920015335083,0.0,0.0,1.0456492882489101,1.0697896993407772,1.0513878283693785,1.0542198041146182,1.0273798143420938,1.0415668993767,1.5459510160524612,1.516685240483669,1.5451530794860264,1.5101991165860211,1.5416976822513604,1.503806573872737,0,0,0,0,0,0,2.464619008212321,2.4263323106206713,2.396957927423471,2.6063907205066017,1.7766336936611782,2.584604863842732
9.772918701171875,0.0,0.0,1.2062679179017923,1.210527924473145,1.1992653806372546,1.2004988318875573,1.1781049592278021,1.1922790794851337,1.6061862965288354,1.4073822513236696,1.4787755226787553,1.462790277729387,1.5072514488570439,1.5071218010843415,0,0,0,0,0,0,2.8432007489204603,2.7455330873607076,2.734089727537814,2.968042341073851,2.0372806006255573,2.958590859347876
11.01813793182373,0.0,0.0,1.357244110730999,1.3594674660479256,1.3581795172132285,1.3517508677634338,1.3368231276858982,1.3377941947370604,1.5097619282920556,1.4893954157477973,1.5891413657597362,1.512520358758763,1.5871816845809477,1.455151152519258,0,0,0,0,0,0,3.1990550480779922,3.0833348275294714,3.0963827740877248,3.3419889328813235,2.311749732627555,3.3196805549476793
12.29720401763916,0.0,0.0,1.5080911224534035,1.503651099973859,1.514481682060633,1.5061835882054093,1.492748891034029,1.4928309457384694,1.5084701172240356,1.4418363392593192,1.5630216484740458,1.5443272044197531,1.5592576334813244,1.550367510014074,0,0,0,0,0,0,3.5546048644467754,3.4103499501024204,3.452721037662154,3.723799261174854,2.581389997120709,3.704397792940184
13.575738906860352,0.0,0.0,1.653343447201505,1.6518675693167164,1.6683838426822346,1.6529299959609922,1.6465898054009507,1.6385937318844077,1.4525232474810081,1.48216469342856,1.5390216062160138,1.467464077555826,1.538409143669182,1.4576278614593923,0,0,0,0,0,0,3.8969678771550997,3.746511729145807,3.8035877625715253,4.086606404380689,2.8474249611256552,4.066102073544242
14.853660821914673,0.0,0.0,1.8080563642228482,1.7992969081769092,1.8228280929033718,1.799095547928794,1.8028843731323334,1.7943863920989254,1.5471291702134433,1.4742933886019332,1.5444425022113668,1.4616555196780177,1.5629456773138566,1.5579266021451543,0,0,0,0,0,0,4.2616297196982345,4.0808882600007585,4.1556903453897736,4.447977474075726,3.1177029939343903,4.452695068754053
16.117198705673218,0.0,0.0,1.9574505451872932,1.9548638785312276,1.9641204464134994,1.9495068635219237,1.9560936855384299,1.9470288590273035,1.4939418096444548,1.555669703543195,1.412923535101274,1.5041131559312932,1.5320931240609583,1.526424669283801,0,0,0,0,0,0,4.613755181130797,4.433721313888506,4.477809184596493,4.819845518757704,3.382645737410084,4.831470990577369
17.370110988616943,0.0,0.0,2.11000087388932,2.111457735004045,2.12246484426827,2.0940181985449797,2.110836271860662,2.0970277112998827,1.5255032870202687,1.5659385647281843,1.5834439785477095,1.4451133502305558,1.547425863222281,1.499988522725793,0,0,0,0,0,0,4.973319754122263,4.788883392789456,4.838803338665931,5.177126800272291,3.650239950247902,5.203686892778681
